START_DATE,START_TIME,START_TIME_ET,SUBJECT,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
2024-09-26,7:00 PM,10:00 PM,San Jose 3 - Anaheim 2,Honda Center - null, ,2024-09-26,2024-09-27,10:00 PM,1:00 AM,false,true,2024-09-26,6:00 PM,9:00 PM,FREE,BUSY
2024-09-30,7:00 PM,10:00 PM,Los Angeles 4 - Anaheim 0,Honda Center - null,NHLN /  BSW /  KCOP-13 / Victory+,2024-09-30,2024-10-01,10:00 PM,1:00 AM,false,true,2024-09-30,6:00 PM,9:00 PM,FREE,BUSY
2024-10-02,7:00 PM,10:00 PM,Utah 2 - Anaheim 5,Honda Center - null,KCOP-13 / Victory+,2024-10-02,2024-10-03,10:00 PM,1:00 AM,false,true,2024-10-02,6:00 PM,9:00 PM,FREE,BUSY
2024-10-16,7:00 PM,10:00 PM,Utah 4 - Anaheim 5,Honda Center - Anaheim - CA,Utah16 /  KCOP-13 / Victory+,2024-10-16,2024-10-17,10:00 PM,1:00 AM,false,true,2024-10-16,6:00 PM,9:00 PM,FREE,BUSY
2024-10-20,5:00 PM,8:00 PM,Los Angeles 4 - Anaheim 1,Honda Center - Anaheim - CA,NHLN /  BSW /  KCOP-13 / Victory+,2024-10-20,2024-10-20,8:00 PM,11:00 PM,false,true,2024-10-20,4:00 PM,7:00 PM,FREE,BUSY
2024-10-22,7:15 PM,10:15 PM,San Jose 1 - Anaheim 3,Honda Center - Anaheim - CA,NBCSCA /  KCOP-13 / Victory+,2024-10-22,2024-10-23,10:15 PM,1:15 AM,false,true,2024-10-22,6:15 PM,9:15 PM,FREE,BUSY
2024-11-03,5:00 PM,8:00 PM,Chicago 4 - Anaheim 2,Honda Center - Anaheim - CA,CHSN /  KCOP-13 / Victory+,2024-11-03,2024-11-03,8:00 PM,11:00 PM,false,true,2024-11-03,4:00 PM,7:00 PM,FREE,BUSY
2024-11-05,7:00 PM,10:00 PM,Vancouver 5 - Anaheim 1,Honda Center - Anaheim - CA,SNP /  KCOP-13 / Victory+,2024-11-05,2024-11-06,10:00 PM,1:00 AM,false,true,2024-11-05,6:00 PM,9:00 PM,FREE,BUSY
2024-11-08,7:00 PM,10:00 PM,Minnesota 5 - Anaheim 2,Honda Center - Anaheim - CA,FDSNNOX / FDSNWIX /  KCOP-13 / Victory+,2024-11-08,2024-11-09,10:00 PM,1:00 AM,false,true,2024-11-08,6:00 PM,9:00 PM,FREE,BUSY
2024-11-10,5:00 PM,8:00 PM,Columbus 2 - Anaheim 4,Honda Center - Anaheim - CA,FDSNOH /  Victory+,2024-11-10,2024-11-10,8:00 PM,11:00 PM,false,true,2024-11-10,4:00 PM,7:00 PM,FREE,BUSY
2024-11-13,7:00 PM,10:00 PM,Vegas 3 - Anaheim 2,Honda Center - Anaheim - CA,SCRIPPS /  KCOP-13 / Victory+,2024-11-13,2024-11-14,10:00 PM,1:00 AM,false,true,2024-11-13,6:00 PM,9:00 PM,FREE,BUSY
2024-11-15,7:00 PM,10:00 PM,Detroit 4 - Anaheim 6,Honda Center - Anaheim - CA,SNE / SNO / SNP /  FDSNDET /  Victory+,2024-11-15,2024-11-16,10:00 PM,1:00 AM,false,true,2024-11-15,6:00 PM,9:00 PM,FREE,BUSY
2024-11-22,7:00 PM,10:00 PM,Buffalo 3 - Anaheim 2,Honda Center - Anaheim - CA,TVAS / SN /  MSG-B /  KCOP-13 / Victory+,2024-11-22,2024-11-23,10:00 PM,1:00 AM,false,true,2024-11-22,6:00 PM,9:00 PM,FREE,BUSY
2024-11-25,7:00 PM,10:00 PM,Seattle 3 - Anaheim 2,Honda Center - Anaheim - CA,KONG / KHN /  KCOP-13 / Victory+,2024-11-25,2024-11-26,10:00 PM,1:00 AM,false,true,2024-11-25,6:00 PM,9:00 PM,FREE,BUSY
2024-11-29,12:30 PM,3:30 PM,Los Angeles 2 - Anaheim 1,Honda Center - Anaheim - CA,FDSNW /  Victory+ / KTTV,2024-11-29,2024-11-29,3:30 PM,6:30 PM,false,true,2024-11-29,11:30 AM,2:30 PM,FREE,BUSY
2024-12-01,5:00 PM,8:00 PM,Ottawa 3 - Anaheim 4,Honda Center - Anaheim - CA,RDS / TSN5 /  Victory+,2024-12-01,2024-12-01,8:00 PM,11:00 PM,false,true,2024-12-01,4:00 PM,7:00 PM,FREE,BUSY
2024-12-04,7:00 PM,10:00 PM,Vegas 4 - Anaheim 1,Honda Center - Anaheim - CA,TVAS2 /  SCRIPPS /  KCOP-13 / Victory+,2024-12-04,2024-12-05,10:00 PM,1:00 AM,false,true,2024-12-04,6:00 PM,9:00 PM,FREE,BUSY
2024-12-06,7:00 PM,10:00 PM,Minnesota 5 - Anaheim 1,Honda Center - Anaheim - CA,FDSNNOX / FDSNWIX /  KCOP-13 / Victory+,2024-12-06,2024-12-07,10:00 PM,1:00 AM,false,true,2024-12-06,6:00 PM,9:00 PM,FREE,BUSY
2024-12-18,7:00 PM,10:00 PM,Winnipeg 2 - Anaheim 3,Honda Center - Anaheim - CA,TSN3 /  KCOP-13 / Victory+,2024-12-18,2024-12-19,10:00 PM,1:00 AM,false,true,2024-12-18,6:00 PM,9:00 PM,FREE,BUSY
2024-12-20,7:00 PM,10:00 PM,Colorado 4 - Anaheim 2,Honda Center - Anaheim - CA,SN /  ALT / KTVD /  KCOP-13 / Victory+,2024-12-20,2024-12-21,10:00 PM,1:00 AM,false,true,2024-12-20,6:00 PM,9:00 PM,FREE,BUSY
2024-12-28,1:00 PM,4:00 PM,Philadelphia 3 - Anaheim 1,Honda Center - Anaheim - CA,NBCSP /  KCOP-13 / Victory+,2024-12-28,2024-12-28,4:00 PM,7:00 PM,false,true,2024-12-28,12:00 PM,3:00 PM,FREE,BUSY
2024-12-29,1:00 PM,4:00 PM,Edmonton 3 - Anaheim 5,Honda Center - Anaheim - CA,SN /  KCOP-13 / Victory+,2024-12-29,2024-12-29,4:00 PM,7:00 PM,false,true,2024-12-29,12:00 PM,3:00 PM,FREE,BUSY
2024-12-31,5:00 PM,8:00 PM,New Jersey 2 - Anaheim 3,Honda Center - Anaheim - CA,MSGSN /  Victory+,2024-12-31,2024-12-31,8:00 PM,11:00 PM,false,true,2024-12-31,4:00 PM,7:00 PM,FREE,BUSY
2025-01-05,5:00 PM,8:00 PM,Tampa Bay at Anaheim,Honda Center - Anaheim - CA,SN360 /  FDSNSUN /  KCOP-13 / Victory+,2025-01-05,2025-01-05,8:00 PM,11:00 PM,false,true,2025-01-05,4:00 PM,7:00 PM,FREE,BUSY
2025-01-07,7:00 PM,10:00 PM,Calgary at Anaheim,Honda Center - Anaheim - CA,TVAS /  SNW /  Victory+,2025-01-07,2025-01-08,10:00 PM,1:00 AM,false,true,2025-01-07,6:00 PM,9:00 PM,FREE,BUSY
2025-01-21,7:00 PM,10:00 PM,Florida at Anaheim,Honda Center - Anaheim - CA,SN1 / SNE / SNO /  SCRIPPS /  KCOP-13 / Victory+,2025-01-21,2025-01-22,10:00 PM,1:00 AM,false,true,2025-01-21,6:00 PM,9:00 PM,FREE,BUSY
2025-01-23,7:00 PM,10:00 PM,Pittsburgh at Anaheim,Honda Center - Anaheim - CA,SN-PIT /  KCOP-13 / Victory+,2025-01-23,2025-01-24,10:00 PM,1:00 AM,false,true,2025-01-23,6:00 PM,9:00 PM,FREE,BUSY
2025-01-25,7:00 PM,10:00 PM,Nashville at Anaheim,Honda Center - Anaheim - CA,FDSNSO /  KCOP-13 / Victory+,2025-01-25,2025-01-26,10:00 PM,1:00 AM,false,true,2025-01-25,6:00 PM,9:00 PM,FREE,BUSY
2025-02-02,1:00 PM,4:00 PM,Montréal at Anaheim,Honda Center - Anaheim - CA,RDS / TSN2 /  Victory+ / KTTV,2025-02-02,2025-02-02,4:00 PM,7:00 PM,false,true,2025-02-02,12:00 PM,3:00 PM,FREE,BUSY
2025-02-04,7:30 PM,10:30 PM,Dallas at Anaheim,Honda Center - Anaheim - CA,SN1 (JIP) / ESPN+ / HULU,2025-02-04,2025-02-05,10:30 PM,1:30 AM,false,true,2025-02-04,6:30 PM,9:30 PM,FREE,BUSY
2025-02-27,7:00 PM,10:00 PM,Vancouver at Anaheim,Honda Center - Anaheim - CA,SNP /  KCOP-13 / Victory+,2025-02-27,2025-02-28,10:00 PM,1:00 AM,false,true,2025-02-27,6:00 PM,9:00 PM,FREE,BUSY
2025-03-01,7:00 PM,10:00 PM,Chicago at Anaheim,Honda Center - Anaheim - CA,CHSN /  KCOP-13 / Victory+,2025-03-01,2025-03-02,10:00 PM,1:00 AM,false,true,2025-03-01,6:00 PM,9:00 PM,FREE,BUSY
2025-03-07,7:00 PM,10:00 PM,St. Louis at Anaheim,Honda Center - Anaheim - CA,FDSNMW /  Victory+,2025-03-07,2025-03-08,10:00 PM,1:00 AM,false,true,2025-03-07,6:00 PM,9:00 PM,FREE,BUSY
2025-03-09,6:00 PM,9:00 PM,Ny Islanders at Anaheim,Honda Center - Anaheim - CA,MSGSN /  KCOP-13 / Victory+,2025-03-09,2025-03-10,9:00 PM,12:00 AM,false,true,2025-03-09,5:00 PM,8:00 PM,FREE,BUSY
2025-03-11,7:00 PM,10:00 PM,Washington at Anaheim,Honda Center - Anaheim - CA,SNE / SNO / SNW /  MNMT /  KCOP-13 / Victory+,2025-03-11,2025-03-12,10:00 PM,1:00 AM,false,true,2025-03-11,6:00 PM,9:00 PM,FREE,BUSY
2025-03-14,7:00 PM,10:00 PM,Nashville at Anaheim,Honda Center - Anaheim - CA,TVAS /  FDSNSO /  KCOP-13 / Victory+,2025-03-14,2025-03-15,10:00 PM,1:00 AM,false,true,2025-03-14,6:00 PM,9:00 PM,FREE,BUSY
2025-03-23,5:00 PM,8:00 PM,Carolina at Anaheim,Honda Center - Anaheim - CA,FDSNSO /  KCOP-13 / Victory+,2025-03-23,2025-03-23,8:00 PM,11:00 PM,false,true,2025-03-23,4:00 PM,7:00 PM,FREE,BUSY
2025-03-26,7:00 PM,10:00 PM,Boston at Anaheim,Honda Center - Anaheim - CA,TVAS2 /  NESN /  KCOP-13 / Victory+,2025-03-26,2025-03-27,10:00 PM,1:00 AM,false,true,2025-03-26,6:00 PM,9:00 PM,FREE,BUSY
2025-03-28,7:00 PM,10:00 PM,Ny Rangers at Anaheim,Honda Center - Anaheim - CA,TVAS /  MSG 2 /  KCOP-13 / Victory+,2025-03-28,2025-03-29,10:00 PM,1:00 AM,false,true,2025-03-28,6:00 PM,9:00 PM,FREE,BUSY
2025-03-30,5:00 PM,8:00 PM,Toronto at Anaheim,Honda Center - Anaheim - CA,TVAS /  SNO /  Victory+ / KTTV,2025-03-30,2025-03-30,8:00 PM,11:00 PM,false,true,2025-03-30,4:00 PM,7:00 PM,FREE,BUSY
2025-04-01,7:00 PM,10:00 PM,San Jose at Anaheim,Honda Center - Anaheim - CA,NBCSCA /  KCOP-13 / Victory+,2025-04-01,2025-04-02,10:00 PM,1:00 AM,false,true,2025-04-01,6:00 PM,9:00 PM,FREE,BUSY
2025-04-07,7:30 PM,10:30 PM,Edmonton at Anaheim,Honda Center - Anaheim - CA,SNW /  KCOP-13 / Victory+,2025-04-07,2025-04-08,10:30 PM,1:30 AM,false,true,2025-04-07,6:30 PM,9:30 PM,FREE,BUSY
2025-04-09,7:00 PM,10:00 PM,Calgary at Anaheim,Honda Center - Anaheim - CA,SNW /  KCOP-13 / Victory+,2025-04-09,2025-04-10,10:00 PM,1:00 AM,false,true,2025-04-09,6:00 PM,9:00 PM,FREE,BUSY
2025-04-13,7:00 PM,10:00 PM,Colorado at Anaheim,Honda Center - Anaheim - CA,SN360 / ESPN / SN (JIP),2025-04-13,2025-04-14,10:00 PM,1:00 AM,false,true,2025-04-13,6:00 PM,9:00 PM,FREE,BUSY
2024-09-27,6:00 PM,6:00 PM,Florida 2 - Carolina 8,Lenovo Center - null,NHLN /  SCRIPPS,2024-09-27,2024-09-27,9:00 PM,9:00 PM,false,true,2024-09-27,5:00 PM,5:00 PM,FREE,BUSY
2024-10-02,7:00 PM,7:00 PM,Nashville 6 - Carolina 4,Lenovo Center - null, ,2024-10-02,2024-10-02,10:00 PM,10:00 PM,false,true,2024-10-02,6:00 PM,6:00 PM,FREE,BUSY
2024-10-04,7:00 PM,7:00 PM,Tampa Bay 1 - Carolina 2,Lenovo Center - null, ,2024-10-04,2024-10-04,10:00 PM,10:00 PM,false,true,2024-10-04,6:00 PM,6:00 PM,FREE,BUSY
2024-10-11,7:00 PM,7:00 PM,Tampa Bay 4 - Carolina 1,Lenovo Center - Raleigh - NC,SNP / ESPN+ / HULU,2024-10-11,2024-10-11,10:00 PM,10:00 PM,false,true,2024-10-11,6:00 PM,6:00 PM,FREE,BUSY
2024-10-15,7:00 PM,7:00 PM,New Jersey 2 - Carolina 4,Lenovo Center - Raleigh - NC,MSGSN /  BSSO,2024-10-15,2024-10-15,10:00 PM,10:00 PM,false,true,2024-10-15,6:00 PM,6:00 PM,FREE,BUSY
2024-10-31,7:00 PM,7:00 PM,Boston 2 - Carolina 8,Lenovo Center - Raleigh - NC,SN360 / SNE / SNO / SNP /  NESN /  FDSNSO,2024-10-31,2024-10-31,10:00 PM,10:00 PM,false,true,2024-10-31,6:00 PM,6:00 PM,FREE,BUSY
2024-11-03,5:00 PM,5:00 PM,Washington 2 - Carolina 4,Lenovo Center - Raleigh - NC,MNMT /  FDSNSO,2024-11-03,2024-11-03,8:00 PM,8:00 PM,false,true,2024-11-03,4:00 PM,4:00 PM,FREE,BUSY
2024-11-05,7:00 PM,7:00 PM,Philadelphia 4 - Carolina 6,Lenovo Center - Raleigh - NC,SNE / SNO / SNP /  NBCSP /  FDSNSO,2024-11-05,2024-11-05,10:00 PM,10:00 PM,false,true,2024-11-05,6:00 PM,6:00 PM,FREE,BUSY
2024-11-07,7:00 PM,7:00 PM,Pittsburgh 1 - Carolina 5,Lenovo Center - Raleigh - NC,SN-PIT /  FDSNSO,2024-11-07,2024-11-07,10:00 PM,10:00 PM,false,true,2024-11-07,6:00 PM,6:00 PM,FREE,BUSY
2024-11-16,7:00 PM,7:00 PM,Ottawa 0 - Carolina 4,Lenovo Center - Raleigh - NC,SN1 / TVAS2 /  FDSNSO,2024-11-16,2024-11-16,10:00 PM,10:00 PM,false,true,2024-11-16,6:00 PM,6:00 PM,FREE,BUSY
2024-11-17,5:00 PM,5:00 PM,St. Louis 1 - Carolina 4,Lenovo Center - Raleigh - NC,TVAS / SN /  FDSNMW /  FDSNSO,2024-11-17,2024-11-17,8:00 PM,8:00 PM,false,true,2024-11-17,4:00 PM,4:00 PM,FREE,BUSY
2024-11-25,7:00 PM,7:00 PM,Dallas 4 - Carolina 6,Lenovo Center - Raleigh - NC,Victory+ /  FDSNSO,2024-11-25,2024-11-25,10:00 PM,10:00 PM,false,true,2024-11-25,6:00 PM,6:00 PM,FREE,BUSY
2024-11-27,7:00 PM,7:00 PM,Ny Rangers 3 - Carolina 4,Lenovo Center - Raleigh - NC,MSG 2 /  FDSNSO,2024-11-27,2024-11-27,10:00 PM,10:00 PM,false,true,2024-11-27,6:00 PM,6:00 PM,FREE,BUSY
2024-11-29,3:00 PM,3:00 PM,Florida 6 - Carolina 3,Lenovo Center - Raleigh - NC,SCRIPPS /  FDSNSO,2024-11-29,2024-11-29,6:00 PM,6:00 PM,false,true,2024-11-29,2:00 PM,2:00 PM,FREE,BUSY
2024-12-03,7:00 PM,7:00 PM,Seattle 4 - Carolina 2,Lenovo Center - Raleigh - NC,KONG / KHN /  FDSNSO,2024-12-03,2024-12-03,10:00 PM,10:00 PM,false,true,2024-12-03,6:00 PM,6:00 PM,FREE,BUSY
2024-12-05,7:00 PM,7:00 PM,Colorado 3 - Carolina 5,Lenovo Center - Raleigh - NC,ALT /  FDSNSO,2024-12-05,2024-12-05,10:00 PM,10:00 PM,false,true,2024-12-05,6:00 PM,6:00 PM,FREE,BUSY
2024-12-10,7:00 PM,7:00 PM,San Jose 2 - Carolina 3,Lenovo Center - Raleigh - NC,NBCSCA /  FDSNSO,2024-12-10,2024-12-10,10:00 PM,10:00 PM,false,true,2024-12-10,6:00 PM,6:00 PM,FREE,BUSY
2024-12-13,7:00 PM,7:00 PM,Ottawa 3 - Carolina 0,Lenovo Center - Raleigh - NC,NHLN /  RDS / TSN5 /  FDSNSO,2024-12-13,2024-12-13,10:00 PM,10:00 PM,false,true,2024-12-13,6:00 PM,6:00 PM,FREE,BUSY
2024-12-15,5:00 PM,5:00 PM,Columbus 1 - Carolina 4,Lenovo Center - Raleigh - NC,FDSNOH /  FDSNSO,2024-12-15,2024-12-15,8:00 PM,8:00 PM,false,true,2024-12-15,4:00 PM,4:00 PM,FREE,BUSY
2024-12-17,7:30 PM,7:30 PM,Ny Islanders 0 - Carolina 4,Lenovo Center - Raleigh - NC,ESPN+ / HULU,2024-12-17,2024-12-17,10:30 PM,10:30 PM,false,true,2024-12-17,6:30 PM,6:30 PM,FREE,BUSY
2024-12-28,7:00 PM,7:00 PM,New Jersey 2 - Carolina 5,Lenovo Center - Raleigh - NC,MSGSN2 /  FDSNSO,2024-12-28,2024-12-28,10:00 PM,10:00 PM,false,true,2024-12-28,6:00 PM,6:00 PM,FREE,BUSY
2025-01-04,7:00 PM,7:00 PM,Minnesota 4 - Carolina 0,Lenovo Center - Raleigh - NC,FDSNNOX / FDSNWIX /  FDSNSO,2025-01-04,2025-01-04,10:00 PM,10:00 PM,false,true,2025-01-04,6:00 PM,6:00 PM,FREE,BUSY
2025-01-05,6:00 PM,6:00 PM,Pittsburgh at Carolina,Lenovo Center - Raleigh - NC,SN-PIT /  FDSNSO,2025-01-05,2025-01-05,9:00 PM,9:00 PM,false,true,2025-01-05,5:00 PM,5:00 PM,FREE,BUSY
2025-01-09,7:30 PM,7:30 PM,Toronto at Carolina,Lenovo Center - Raleigh - NC,ESPN+ / HULU /  TSN4,2025-01-09,2025-01-09,10:30 PM,10:30 PM,false,true,2025-01-09,6:30 PM,6:30 PM,FREE,BUSY
2025-01-10,7:00 PM,7:00 PM,Vancouver at Carolina,Lenovo Center - Raleigh - NC,SNP /  FDSNSO,2025-01-10,2025-01-10,10:00 PM,10:00 PM,false,true,2025-01-10,6:00 PM,6:00 PM,FREE,BUSY
2025-01-12,5:00 PM,5:00 PM,Anaheim at Carolina,Lenovo Center - Raleigh - NC,Victory+ /  FDSNSO,2025-01-12,2025-01-12,8:00 PM,8:00 PM,false,true,2025-01-12,4:00 PM,4:00 PM,FREE,BUSY
2025-01-17,7:00 PM,7:00 PM,Vegas at Carolina,Lenovo Center - Raleigh - NC,TVAS2 / NHLN /  SCRIPPS /  FDSNSO,2025-01-17,2025-01-17,10:00 PM,10:00 PM,false,true,2025-01-17,6:00 PM,6:00 PM,FREE,BUSY
2025-01-23,7:00 PM,7:00 PM,Columbus at Carolina,Lenovo Center - Raleigh - NC,FDSNOH /  FDSNSO,2025-01-23,2025-01-23,10:00 PM,10:00 PM,false,true,2025-01-23,6:00 PM,6:00 PM,FREE,BUSY
2025-01-30,7:00 PM,7:00 PM,Chicago at Carolina,Lenovo Center - Raleigh - NC,CHSN /  FDSNSO,2025-01-30,2025-01-30,10:00 PM,10:00 PM,false,true,2025-01-30,6:00 PM,6:00 PM,FREE,BUSY
2025-02-01,7:00 PM,7:00 PM,Los Angeles at Carolina,Lenovo Center - Raleigh - NC,KCAL /  FDSNSO,2025-02-01,2025-02-01,10:00 PM,10:00 PM,false,true,2025-02-01,6:00 PM,6:00 PM,FREE,BUSY
2025-02-08,1:00 PM,1:00 PM,Utah at Carolina,Lenovo Center - Raleigh - NC,Utah16 /  FDSNSO,2025-02-08,2025-02-08,4:00 PM,4:00 PM,false,true,2025-02-08,12:00 PM,12:00 PM,FREE,BUSY
2025-02-27,7:00 PM,7:00 PM,Buffalo at Carolina,Lenovo Center - Raleigh - NC,MSG-B /  FDSNSO,2025-02-27,2025-02-27,10:00 PM,10:00 PM,false,true,2025-02-27,6:00 PM,6:00 PM,FREE,BUSY
2025-03-01,7:00 PM,7:00 PM,Edmonton at Carolina,Lenovo Center - Raleigh - NC,CBC / SNO / SNP /  FDSNSO,2025-03-01,2025-03-01,10:00 PM,10:00 PM,false,true,2025-03-01,6:00 PM,6:00 PM,FREE,BUSY
2025-03-02,5:00 PM,5:00 PM,Calgary at Carolina,Lenovo Center - Raleigh - NC,SNW /  FDSNSO,2025-03-02,2025-03-02,8:00 PM,8:00 PM,false,true,2025-03-02,4:00 PM,4:00 PM,FREE,BUSY
2025-03-06,7:00 PM,7:00 PM,Boston at Carolina,Lenovo Center - Raleigh - NC,TVAS / SNE / SNO / SNP /  NESN /  FDSNSO,2025-03-06,2025-03-06,10:00 PM,10:00 PM,false,true,2025-03-06,6:00 PM,6:00 PM,FREE,BUSY
2025-03-09,5:00 PM,5:00 PM,Winnipeg at Carolina,Lenovo Center - Raleigh - NC,TSN3 /  FDSNSO,2025-03-09,2025-03-09,8:00 PM,8:00 PM,false,true,2025-03-09,4:00 PM,4:00 PM,FREE,BUSY
2025-03-11,7:00 PM,7:00 PM,Tampa Bay at Carolina,Lenovo Center - Raleigh - NC,FDSNSUN /  FDSNSO,2025-03-11,2025-03-11,10:00 PM,10:00 PM,false,true,2025-03-11,6:00 PM,6:00 PM,FREE,BUSY
2025-03-14,7:00 PM,7:00 PM,Detroit at Carolina,Lenovo Center - Raleigh - NC,SNE / SNP /  FDSNDET /  FDSNSO,2025-03-14,2025-03-14,10:00 PM,10:00 PM,false,true,2025-03-14,6:00 PM,6:00 PM,FREE,BUSY
2025-03-25,7:30 PM,7:30 PM,Nashville at Carolina,Lenovo Center - Raleigh - NC,ESPN+ / HULU,2025-03-25,2025-03-25,10:30 PM,10:30 PM,false,true,2025-03-25,6:30 PM,6:30 PM,FREE,BUSY
2025-03-28,7:00 PM,7:00 PM,Montréal at Carolina,Lenovo Center - Raleigh - NC,RDS / TSN2 /  FDSNSO,2025-03-28,2025-03-28,10:00 PM,10:00 PM,false,true,2025-03-28,6:00 PM,6:00 PM,FREE,BUSY
2025-03-30,5:00 PM,5:00 PM,Ny Islanders at Carolina,Lenovo Center - Raleigh - NC,TVAS / SNE / SNO / SNW /  MSGSN /  FDSNSO,2025-03-30,2025-03-30,8:00 PM,8:00 PM,false,true,2025-03-30,4:00 PM,4:00 PM,FREE,BUSY
2025-04-02,7:00 PM,7:00 PM,Washington at Carolina,Lenovo Center - Raleigh - NC,TVAS /  MNMT /  FDSNSO,2025-04-02,2025-04-02,10:00 PM,10:00 PM,false,true,2025-04-02,6:00 PM,6:00 PM,FREE,BUSY
2025-04-12,3:00 PM,3:00 PM,Ny Rangers at Carolina,Lenovo Center - Raleigh - NC,TVAS / SN / ESPN+ / ABC,2025-04-12,2025-04-12,6:00 PM,6:00 PM,false,true,2025-04-12,2:00 PM,2:00 PM,FREE,BUSY
2025-04-13,5:00 PM,5:00 PM,Toronto at Carolina,Lenovo Center - Raleigh - NC,SNO /  FDSNSO,2025-04-13,2025-04-13,8:00 PM,8:00 PM,false,true,2025-04-13,4:00 PM,4:00 PM,FREE,BUSY
2024-09-21,6:00 PM,7:00 PM,St. Louis 1 - Dallas 2,American Airlines Center - null,Victory+,2024-09-21,2024-09-21,9:00 PM,10:00 PM,false,true,2024-09-21,5:00 PM,6:00 PM,FREE,BUSY
2024-09-25,7:00 PM,8:00 PM,Minnesota 2 - Dallas 5,American Airlines Center - null,BSNX /  Victory+,2024-09-25,2024-09-25,10:00 PM,11:00 PM,false,true,2024-09-25,6:00 PM,7:00 PM,FREE,BUSY
2024-09-27,7:00 PM,8:00 PM,Colorado 2 - Dallas 4,American Airlines Center - null,Victory+,2024-09-27,2024-09-27,10:00 PM,11:00 PM,false,true,2024-09-27,6:00 PM,7:00 PM,FREE,BUSY
2024-10-12,7:00 PM,8:00 PM,Ny Islanders 0 - Dallas 3,American Airlines Center - Dallas - TX,MSGSN2 /  Victory+,2024-10-12,2024-10-12,10:00 PM,11:00 PM,false,true,2024-10-12,6:00 PM,7:00 PM,FREE,BUSY
2024-10-13,7:00 PM,8:00 PM,Seattle 0 - Dallas 2,American Airlines Center - Dallas - TX,KONG / KHN /  Victory+,2024-10-13,2024-10-13,10:00 PM,11:00 PM,false,true,2024-10-13,6:00 PM,7:00 PM,FREE,BUSY
2024-10-15,7:00 PM,8:00 PM,San Jose 2 - Dallas 3,American Airlines Center - Dallas - TX,NBCSCA /  Victory+,2024-10-15,2024-10-15,10:00 PM,11:00 PM,false,true,2024-10-15,6:00 PM,7:00 PM,FREE,BUSY
2024-10-19,3:00 PM,4:00 PM,Edmonton 1 - Dallas 4,American Airlines Center - Dallas - TX,SN /  Victory+,2024-10-19,2024-10-19,6:00 PM,7:00 PM,false,true,2024-10-19,2:00 PM,3:00 PM,FREE,BUSY
2024-10-26,7:00 PM,8:00 PM,Chicago 2 - Dallas 4,American Airlines Center - Dallas - TX,CHSN /  Victory+,2024-10-26,2024-10-26,10:00 PM,11:00 PM,false,true,2024-10-26,6:00 PM,7:00 PM,FREE,BUSY
2024-11-01,8:00 PM,2:00 PM,Florida 6 - Dallas 4,Nokia Arena - Dallas - TX,SN / NHLN /  SCRIPPS /  Victory+,2024-11-01,2024-11-01,11:00 PM,5:00 PM,false,true,2024-11-01,7:00 PM,1:00 PM,FREE,BUSY
2024-11-07,7:00 PM,8:00 PM,Chicago 1 - Dallas 3,American Airlines Center - Dallas - TX,CHSN /  Victory+,2024-11-07,2024-11-07,10:00 PM,11:00 PM,false,true,2024-11-07,6:00 PM,7:00 PM,FREE,BUSY
2024-11-14,7:00 PM,8:00 PM,Boston 2 - Dallas 7,American Airlines Center - Dallas - TX,NESN /  Victory+,2024-11-14,2024-11-14,10:00 PM,11:00 PM,false,true,2024-11-14,6:00 PM,7:00 PM,FREE,BUSY
2024-11-18,7:00 PM,8:00 PM,Anaheim 4 - Dallas 2,American Airlines Center - Dallas - TX,KCOP-13 / Victory+ /  Victory+,2024-11-18,2024-11-18,10:00 PM,11:00 PM,false,true,2024-11-18,6:00 PM,7:00 PM,FREE,BUSY
2024-11-20,7:00 PM,8:00 PM,San Jose 2 - Dallas 5,American Airlines Center - Dallas - TX,NBCSCA /  Victory+,2024-11-20,2024-11-20,10:00 PM,11:00 PM,false,true,2024-11-20,6:00 PM,7:00 PM,FREE,BUSY
2024-11-29,8:00 PM,9:00 PM,Colorado 3 - Dallas 5,American Airlines Center - Dallas - TX,SNE / SNO / SNP / TNT / MAX,2024-11-29,2024-11-30,11:00 PM,12:00 AM,false,true,2024-11-29,7:00 PM,8:00 PM,FREE,BUSY
2024-12-01,3:30 PM,4:30 PM,Winnipeg 1 - Dallas 3,American Airlines Center - Dallas - TX,TSN3 /  Victory+,2024-12-01,2024-12-01,6:30 PM,7:30 PM,false,true,2024-12-01,2:30 PM,3:30 PM,FREE,BUSY
2024-12-08,7:00 PM,8:00 PM,Calgary 2 - Dallas 6,American Airlines Center - Dallas - TX,SN /  Victory+,2024-12-08,2024-12-08,10:00 PM,11:00 PM,false,true,2024-12-08,6:00 PM,7:00 PM,FREE,BUSY
2024-12-12,7:00 PM,8:00 PM,Nashville 4 - Dallas 1,American Airlines Center - Dallas - TX,FDSNSO /  Victory+,2024-12-12,2024-12-12,10:00 PM,11:00 PM,false,true,2024-12-12,6:00 PM,7:00 PM,FREE,BUSY
2024-12-14,7:00 PM,8:00 PM,St. Louis 1 - Dallas 2,American Airlines Center - Dallas - TX,FDSNMW /  Victory+,2024-12-14,2024-12-14,10:00 PM,11:00 PM,false,true,2024-12-14,6:00 PM,7:00 PM,FREE,BUSY
