START_DATE,START_TIME,START_TIME_ET,SUBJECT,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
2025-02-25,7:30 PM,7:30 PM,Edmonton at Tampa Bay,Amalie Arena - Tampa - FL,SN1 / ESPN+ / HULU,2025-02-25,2025-02-25,10:30 PM,10:30 PM,false,true,2025-02-25,6:30 PM,6:30 PM,FREE,BUSY
2025-02-27,7:00 PM,7:00 PM,Calgary at Tampa Bay,Amalie Arena - Tampa - FL,SNW / SNP /  FDSNSUN,2025-02-27,2025-02-27,10:00 PM,10:00 PM,false,true,2025-02-27,6:00 PM,6:00 PM,FREE,BUSY
2025-03-04,7:00 PM,7:00 PM,Columbus at Tampa Bay,Amalie Arena - Tampa - FL,FDSNOH /  FDSNSUN,2025-03-04,2025-03-04,10:00 PM,10:00 PM,false,true,2025-03-04,6:00 PM,6:00 PM,FREE,BUSY
2025-03-06,7:00 PM,7:00 PM,Buffalo at Tampa Bay,Amalie Arena - Tampa - FL,ESPN,2025-03-06,2025-03-06,10:00 PM,10:00 PM,false,true,2025-03-06,6:00 PM,6:00 PM,FREE,BUSY
2025-03-08,3:00 PM,3:00 PM,Boston at Tampa Bay,Amalie Arena - Tampa - FL,TVAS / SN / ESPN+ / ABC,2025-03-08,2025-03-08,6:00 PM,6:00 PM,false,true,2025-03-08,2:00 PM,2:00 PM,FREE,BUSY
2025-03-17,7:00 PM,7:00 PM,Philadelphia at Tampa Bay,Amalie Arena - Tampa - FL,NBCSP /  FDSNSUN,2025-03-17,2025-03-17,10:00 PM,10:00 PM,false,true,2025-03-17,6:00 PM,6:00 PM,FREE,BUSY
2025-03-25,7:00 PM,7:00 PM,Pittsburgh at Tampa Bay,Amalie Arena - Tampa - FL,SNE / SNO / SNP /  SN-PIT /  FDSNSUN,2025-03-25,2025-03-25,10:00 PM,10:00 PM,false,true,2025-03-25,6:00 PM,6:00 PM,FREE,BUSY
2025-03-27,7:00 PM,7:00 PM,Utah at Tampa Bay,Amalie Arena - Tampa - FL,Utah16 /  FDSNSUN,2025-03-27,2025-03-27,10:00 PM,10:00 PM,false,true,2025-03-27,6:00 PM,6:00 PM,FREE,BUSY
2025-03-29,2:00 PM,2:00 PM,Ny Islanders at Tampa Bay,Amalie Arena - Tampa - FL,TVAS /  MSGSN /  FDSNSUN,2025-03-29,2025-03-29,5:00 PM,5:00 PM,false,true,2025-03-29,1:00 PM,1:00 PM,FREE,BUSY
2025-04-09,7:00 PM,7:00 PM,Toronto at Tampa Bay,Amalie Arena - Tampa - FL,TVAS / SN /  FDSNSUN,2025-04-09,2025-04-09,10:00 PM,10:00 PM,false,true,2025-04-09,6:00 PM,6:00 PM,FREE,BUSY
2025-04-11,7:00 PM,7:00 PM,Detroit at Tampa Bay,Amalie Arena - Tampa - FL,FDSNDET /  FDSNSUN,2025-04-11,2025-04-11,10:00 PM,10:00 PM,false,true,2025-04-11,6:00 PM,6:00 PM,FREE,BUSY
2025-04-13,6:00 PM,6:00 PM,Buffalo at Tampa Bay,Amalie Arena - Tampa - FL,SN360 /  MSG-B /  FDSNSUN,2025-04-13,2025-04-13,9:00 PM,9:00 PM,false,true,2025-04-13,5:00 PM,5:00 PM,FREE,BUSY
2025-04-15,7:00 PM,7:00 PM,Florida at Tampa Bay,Amalie Arena - Tampa - FL,TVAS /  SCRIPPS /  FDSNSUN,2025-04-15,2025-04-15,10:00 PM,10:00 PM,false,true,2025-04-15,6:00 PM,6:00 PM,FREE,BUSY
2024-09-22,7:00 PM,7:00 PM,Ottawa 6 - Toronto 5,Scotiabank Arena - null,SN / NHLN,2024-09-22,2024-09-22,10:00 PM,10:00 PM,false,true,2024-09-22,6:00 PM,6:00 PM,FREE,BUSY
2024-09-26,7:00 PM,7:00 PM,Montréal 1 - Toronto 2,Scotiabank Arena - null,SN /  RDS,2024-09-26,2024-09-26,10:00 PM,10:00 PM,false,true,2024-09-26,6:00 PM,6:00 PM,FREE,BUSY
2024-10-05,7:00 PM,7:00 PM,Detroit 2 - Toronto 3,Scotiabank Arena - null,TSN4,2024-10-05,2024-10-05,10:00 PM,10:00 PM,false,true,2024-10-05,6:00 PM,6:00 PM,FREE,BUSY
2024-10-12,7:00 PM,7:00 PM,Pittsburgh 2 - Toronto 4,Scotiabank Arena - Toronto - ON,CBC / SNO / SNW / SNP / NHLN /  SN-PIT,2024-10-12,2024-10-12,10:00 PM,10:00 PM,false,true,2024-10-12,6:00 PM,6:00 PM,FREE,BUSY
2024-10-16,7:30 PM,7:30 PM,Los Angeles 2 - Toronto 6,Scotiabank Arena - Toronto - ON,TVAS / SN /  BSW,2024-10-16,2024-10-16,10:30 PM,10:30 PM,false,true,2024-10-16,6:30 PM,6:30 PM,FREE,BUSY
2024-10-19,7:00 PM,7:00 PM,Ny Rangers 4 - Toronto 1,Scotiabank Arena - Toronto - ON,CBC / SNO / SNW / NHLN /  MSG,2024-10-19,2024-10-19,10:00 PM,10:00 PM,false,true,2024-10-19,6:00 PM,6:00 PM,FREE,BUSY
2024-10-21,7:30 PM,7:30 PM,Tampa Bay 2 - Toronto 5,Scotiabank Arena - Toronto - ON,TVAS / NHLN / Prime /  FDSNSUN,2024-10-21,2024-10-21,10:30 PM,10:30 PM,false,true,2024-10-21,6:30 PM,6:30 PM,FREE,BUSY
2024-10-24,7:00 PM,7:00 PM,St. Louis 5 - Toronto 1,Scotiabank Arena - Toronto - ON,FDSNMW /  TSN4,2024-10-24,2024-10-24,10:00 PM,10:00 PM,false,true,2024-10-24,6:00 PM,6:00 PM,FREE,BUSY
2024-10-31,7:00 PM,7:00 PM,Seattle 1 - Toronto 4,Scotiabank Arena - Toronto - ON,KONG / KING 5 / KHN /  TSN4,2024-10-31,2024-10-31,10:00 PM,10:00 PM,false,true,2024-10-31,6:00 PM,6:00 PM,FREE,BUSY
2024-11-05,7:00 PM,7:00 PM,Boston 0 - Toronto 4,Scotiabank Arena - Toronto - ON,NESN /  TSN4,2024-11-05,2024-11-05,10:00 PM,10:00 PM,false,true,2024-11-05,6:00 PM,6:00 PM,FREE,BUSY
2024-11-08,7:00 PM,7:00 PM,Detroit 1 - Toronto 3,Scotiabank Arena - Toronto - ON,TVAS-D /  FDSNDET /  TSN4,2024-11-08,2024-11-08,10:00 PM,10:00 PM,false,true,2024-11-08,6:00 PM,6:00 PM,FREE,BUSY
2024-11-09,7:00 PM,7:00 PM,Montréal 1 - Toronto 4,Scotiabank Arena - Toronto - ON,CBC / TVAS / SN,2024-11-09,2024-11-09,10:00 PM,10:00 PM,false,true,2024-11-09,6:00 PM,6:00 PM,FREE,BUSY
2024-11-12,7:00 PM,7:00 PM,Ottawa 3 - Toronto 0,Scotiabank Arena - Toronto - ON,RDS / TSN5 /  TSN4,2024-11-12,2024-11-12,10:00 PM,10:00 PM,false,true,2024-11-12,6:00 PM,6:00 PM,FREE,BUSY
2024-11-16,7:00 PM,7:00 PM,Edmonton 3 - Toronto 4,Scotiabank Arena - Toronto - ON,CBC / SNO / SNP / NHLN,2024-11-16,2024-11-16,10:00 PM,10:00 PM,false,true,2024-11-16,6:00 PM,6:00 PM,FREE,BUSY
2024-11-20,7:30 PM,7:30 PM,Vegas 0 - Toronto 3,Scotiabank Arena - Toronto - ON,TVAS / SN /  SCRIPPS,2024-11-20,2024-11-20,10:30 PM,10:30 PM,false,true,2024-11-20,6:30 PM,6:30 PM,FREE,BUSY
2024-11-24,7:00 PM,7:00 PM,Utah 2 - Toronto 3,Scotiabank Arena - Toronto - ON,TVAS / NHLN /  Utah16 /  TSN4,2024-11-24,2024-11-24,10:00 PM,10:00 PM,false,true,2024-11-24,6:00 PM,6:00 PM,FREE,BUSY
2024-12-02,7:30 PM,7:30 PM,Chicago 1 - Toronto 4,Scotiabank Arena - Toronto - ON,TVAS / Prime /  CHSN,2024-12-02,2024-12-02,10:30 PM,10:30 PM,false,true,2024-12-02,6:30 PM,6:30 PM,FREE,BUSY
2024-12-04,7:30 PM,7:30 PM,Nashville 2 - Toronto 3,Scotiabank Arena - Toronto - ON,TVAS2 / SN /  FDSNSO,2024-12-04,2024-12-04,10:30 PM,10:30 PM,false,true,2024-12-04,6:30 PM,6:30 PM,FREE,BUSY
2024-12-06,7:00 PM,7:00 PM,Washington 3 - Toronto 1,Scotiabank Arena - Toronto - ON,TVAS /  MNMT /  TSN4,2024-12-06,2024-12-06,10:00 PM,10:00 PM,false,true,2024-12-06,6:00 PM,6:00 PM,FREE,BUSY
2024-12-12,7:00 PM,7:00 PM,Anaheim 2 - Toronto 3,Scotiabank Arena - Toronto - ON,Victory+ /  SNO,2024-12-12,2024-12-12,10:00 PM,10:00 PM,false,true,2024-12-12,6:00 PM,6:00 PM,FREE,BUSY
2024-12-15,5:00 PM,5:00 PM,Buffalo 3 - Toronto 5,Scotiabank Arena - Toronto - ON,MSG-B /  TSN4,2024-12-15,2024-12-15,8:00 PM,8:00 PM,false,true,2024-12-15,4:00 PM,4:00 PM,FREE,BUSY
2024-12-21,7:00 PM,7:00 PM,Ny Islanders 6 - Toronto 3,Scotiabank Arena - Toronto - ON,CBC / SN1 / SNO / SNP /  MSGSN2,2024-12-21,2024-12-21,10:00 PM,10:00 PM,false,true,2024-12-21,6:00 PM,6:00 PM,FREE,BUSY
2024-12-23,2:00 PM,2:00 PM,Winnipeg 5 - Toronto 2,Scotiabank Arena - Toronto - ON,TSN3 /  TSN4,2024-12-23,2024-12-23,5:00 PM,5:00 PM,false,true,2024-12-23,1:00 PM,1:00 PM,FREE,BUSY
2024-12-28,7:00 PM,7:00 PM,Washington 5 - Toronto 2,Scotiabank Arena - Toronto - ON,CBC / SNE / SNO / SNP / NHLN /  MNMT2,2024-12-28,2024-12-28,10:00 PM,10:00 PM,false,true,2024-12-28,6:00 PM,6:00 PM,FREE,BUSY
2024-12-31,1:00 PM,1:00 PM,Ny Islanders 1 - Toronto 3,Scotiabank Arena - Toronto - ON,MSGSN /  SNO,2024-12-31,2024-12-31,4:00 PM,4:00 PM,false,true,2024-12-31,12:00 PM,12:00 PM,FREE,BUSY
2025-01-04,7:00 PM,7:00 PM,Boston 4 - Toronto 6,Scotiabank Arena - Toronto - ON,CBC / SNO / SNP /  NESN,2025-01-04,2025-01-04,10:00 PM,10:00 PM,false,true,2025-01-04,6:00 PM,6:00 PM,FREE,BUSY
2025-01-05,7:00 PM,7:00 PM,Philadelphia at Toronto,Scotiabank Arena - Toronto - ON,NBCSP /  SNO,2025-01-05,2025-01-05,10:00 PM,10:00 PM,false,true,2025-01-05,6:00 PM,6:00 PM,FREE,BUSY
2025-01-11,7:00 PM,7:00 PM,Vancouver at Toronto,Scotiabank Arena - Toronto - ON,CBC / SNO / SNP,2025-01-11,2025-01-11,10:00 PM,10:00 PM,false,true,2025-01-11,6:00 PM,6:00 PM,FREE,BUSY
2025-01-14,7:00 PM,7:00 PM,Dallas at Toronto,Scotiabank Arena - Toronto - ON,Victory+ /  TSN4,2025-01-14,2025-01-14,10:00 PM,10:00 PM,false,true,2025-01-14,6:00 PM,6:00 PM,FREE,BUSY
2025-01-16,7:00 PM,7:00 PM,New Jersey at Toronto,Scotiabank Arena - Toronto - ON,MSGSN2 /  TSN4,2025-01-16,2025-01-16,10:00 PM,10:00 PM,false,true,2025-01-16,6:00 PM,6:00 PM,FREE,BUSY
2025-01-20,7:30 PM,7:30 PM,Tampa Bay at Toronto,Scotiabank Arena - Toronto - ON,TVAS / NHLN / Prime /  FDSNSUN,2025-01-20,2025-01-20,10:30 PM,10:30 PM,false,true,2025-01-20,6:30 PM,6:30 PM,FREE,BUSY
2025-01-22,7:30 PM,7:30 PM,Columbus at Toronto,Scotiabank Arena - Toronto - ON,TVAS / SN /  FDSNOH,2025-01-22,2025-01-22,10:30 PM,10:30 PM,false,true,2025-01-22,6:30 PM,6:30 PM,FREE,BUSY
2025-01-29,7:00 PM,7:00 PM,Minnesota at Toronto,Scotiabank Arena - Toronto - ON,TVAS / SN360 / SNE / SNO / SNW /  FDSNNO / FDSNWI,2025-01-29,2025-01-29,10:00 PM,10:00 PM,false,true,2025-01-29,6:00 PM,6:00 PM,FREE,BUSY
2025-02-22,7:00 PM,7:00 PM,Carolina at Toronto,Scotiabank Arena - Toronto - ON,CBC / SN1 / SNO / SNP /  FDSNSO,2025-02-22,2025-02-22,10:00 PM,10:00 PM,false,true,2025-02-22,6:00 PM,6:00 PM,FREE,BUSY
2025-03-03,7:30 PM,7:30 PM,San Jose at Toronto,Scotiabank Arena - Toronto - ON,Prime /  NBCSCA,2025-03-03,2025-03-03,10:30 PM,10:30 PM,false,true,2025-03-03,6:30 PM,6:30 PM,FREE,BUSY
2025-03-13,7:00 PM,7:00 PM,Florida at Toronto,Scotiabank Arena - Toronto - ON,TVAS /  SCRIPPS /  TSN4,2025-03-13,2025-03-13,10:00 PM,10:00 PM,false,true,2025-03-13,6:00 PM,6:00 PM,FREE,BUSY
2025-03-15,7:00 PM,7:00 PM,Ottawa at Toronto,Scotiabank Arena - Toronto - ON,CBC / SNO / SNW / SNP / TVAS2,2025-03-15,2025-03-15,10:00 PM,10:00 PM,false,true,2025-03-15,6:00 PM,6:00 PM,FREE,BUSY
2025-03-17,7:30 PM,7:30 PM,Calgary at Toronto,Scotiabank Arena - Toronto - ON,TVAS / Prime,2025-03-17,2025-03-17,10:30 PM,10:30 PM,false,true,2025-03-17,6:30 PM,6:30 PM,FREE,BUSY
2025-03-19,7:00 PM,7:00 PM,Colorado at Toronto,Scotiabank Arena - Toronto - ON,TVAS / TNT / MAX / SN,2025-03-19,2025-03-19,10:00 PM,10:00 PM,false,true,2025-03-19,6:00 PM,6:00 PM,FREE,BUSY
2025-03-25,7:00 PM,7:00 PM,Philadelphia at Toronto,Scotiabank Arena - Toronto - ON,NBCSP /  TSN4,2025-03-25,2025-03-25,10:00 PM,10:00 PM,false,true,2025-03-25,6:00 PM,6:00 PM,FREE,BUSY
2025-04-02,7:30 PM,7:30 PM,Florida at Toronto,Scotiabank Arena - Toronto - ON,TVAS2 / SN /  SCRIPPS,2025-04-02,2025-04-02,10:30 PM,10:30 PM,false,true,2025-04-02,6:30 PM,6:30 PM,FREE,BUSY
2025-04-05,7:00 PM,7:00 PM,Columbus at Toronto,Scotiabank Arena - Toronto - ON,CBC / SN1 / SNO / SNP /  FDSNOH,2025-04-05,2025-04-05,10:00 PM,10:00 PM,false,true,2025-04-05,6:00 PM,6:00 PM,FREE,BUSY
2025-04-12,7:00 PM,7:00 PM,Montréal at Toronto,Scotiabank Arena - Toronto - ON,CBC / TVAS / SNE / SNO / SNP,2025-04-12,2025-04-12,10:00 PM,10:00 PM,false,true,2025-04-12,6:00 PM,6:00 PM,FREE,BUSY
2025-04-17,7:00 PM,7:00 PM,Detroit at Toronto,Scotiabank Arena - Toronto - ON,TVAS /  FDSNDET /  TSN4,2025-04-17,2025-04-17,10:00 PM,10:00 PM,false,true,2025-04-17,6:00 PM,6:00 PM,FREE,BUSY
2024-09-24,7:00 PM,10:00 PM,Seattle 1 - Vancouver 3,Rogers Arena - null,SN1 / SNP / NHLN /  KONG / KHN,2024-09-24,2024-09-25,10:00 PM,1:00 AM,false,true,2024-09-24,6:00 PM,9:00 PM,FREE,BUSY
2024-09-25,7:00 PM,10:00 PM,Calgary 3 - Vancouver 4,Abbotsford Centre - null, ,2024-09-25,2024-09-26,10:00 PM,1:00 AM,false,true,2024-09-25,6:00 PM,9:00 PM,FREE,BUSY
2024-10-04,7:00 PM,10:00 PM,Edmonton 1 - Vancouver 4,Rogers Arena - null,SN / NHLN,2024-10-04,2024-10-05,10:00 PM,1:00 AM,false,true,2024-10-04,6:00 PM,9:00 PM,FREE,BUSY
2024-10-09,7:00 PM,10:00 PM,Calgary 6 - Vancouver 5,Rogers Arena - Vancouver - BC,SN1 / SNP,2024-10-09,2024-10-10,10:00 PM,1:00 AM,false,true,2024-10-09,6:00 PM,9:00 PM,FREE,BUSY
2024-10-11,7:00 PM,10:00 PM,Philadelphia 3 - Vancouver 2,Rogers Arena - Vancouver - BC,NBCSP /  SNP,2024-10-11,2024-10-12,10:00 PM,1:00 AM,false,true,2024-10-11,6:00 PM,9:00 PM,FREE,BUSY
2024-10-26,7:00 PM,10:00 PM,Pittsburgh 3 - Vancouver 4,Rogers Arena - Vancouver - BC,CBC / CITY / SN /  SN-PIT,2024-10-26,2024-10-27,10:00 PM,1:00 AM,false,true,2024-10-26,6:00 PM,9:00 PM,FREE,BUSY
2024-10-28,7:00 PM,10:00 PM,Carolina 4 - Vancouver 3,Rogers Arena - Vancouver - BC,FDSNSO /  SNP,2024-10-28,2024-10-29,10:00 PM,1:00 AM,false,true,2024-10-28,6:00 PM,9:00 PM,FREE,BUSY
2024-10-30,7:30 PM,10:30 PM,New Jersey 6 - Vancouver 0,Rogers Arena - Vancouver - BC,SN1 /  MSGSN,2024-10-30,2024-10-31,10:30 PM,1:30 AM,false,true,2024-10-30,6:30 PM,9:30 PM,FREE,BUSY
2024-11-09,7:00 PM,10:00 PM,Edmonton 7 - Vancouver 3,Rogers Arena - Vancouver - BC,CBC / CITY / SN,2024-11-09,2024-11-10,10:00 PM,1:00 AM,false,true,2024-11-09,6:00 PM,9:00 PM,FREE,BUSY
2024-11-12,7:00 PM,10:00 PM,Calgary 1 - Vancouver 3,Rogers Arena - Vancouver - BC,SN1 / SNP,2024-11-12,2024-11-13,10:00 PM,1:00 AM,false,true,2024-11-12,6:00 PM,9:00 PM,FREE,BUSY
2024-11-14,7:00 PM,10:00 PM,Ny Islanders 5 - Vancouver 2,Rogers Arena - Vancouver - BC,MSGSN / MSGSN2 /  SNP,2024-11-14,2024-11-15,10:00 PM,1:00 AM,false,true,2024-11-14,6:00 PM,9:00 PM,FREE,BUSY
2024-11-16,7:00 PM,10:00 PM,Chicago 1 - Vancouver 4,Rogers Arena - Vancouver - BC,CBC / CITY / TVAS2 / SN /  CHSN,2024-11-16,2024-11-17,10:00 PM,1:00 AM,false,true,2024-11-16,6:00 PM,9:00 PM,FREE,BUSY
2024-11-17,7:00 PM,10:00 PM,Nashville 5 - Vancouver 3,Rogers Arena - Vancouver - BC,FDSNSO /  SNP,2024-11-17,2024-11-18,10:00 PM,1:00 AM,false,true,2024-11-17,6:00 PM,9:00 PM,FREE,BUSY
2024-11-19,7:00 PM,10:00 PM,Ny Rangers 4 - Vancouver 3,Rogers Arena - Vancouver - BC,TVAS /  MSG /  SNP,2024-11-19,2024-11-20,10:00 PM,1:00 AM,false,true,2024-11-19,6:00 PM,9:00 PM,FREE,BUSY
2024-12-06,7:00 PM,10:00 PM,Columbus 2 - Vancouver 5,Rogers Arena - Vancouver - BC,FDSNOH /  SNP,2024-12-06,2024-12-07,10:00 PM,1:00 AM,false,true,2024-12-06,6:00 PM,9:00 PM,FREE,BUSY
2024-12-08,1:00 PM,4:00 PM,Tampa Bay 4 - Vancouver 2,Rogers Arena - Vancouver - BC,TVAS / SN /  FDSNSUN,2024-12-08,2024-12-08,4:00 PM,7:00 PM,false,true,2024-12-08,12:00 PM,3:00 PM,FREE,BUSY
2024-12-10,7:00 PM,10:00 PM,St. Louis 4 - Vancouver 3,Rogers Arena - Vancouver - BC,TVAS /  FDSNMW /  SNP,2024-12-10,2024-12-11,10:00 PM,1:00 AM,false,true,2024-12-10,6:00 PM,9:00 PM,FREE,BUSY
2024-12-12,7:00 PM,10:00 PM,Florida 0 - Vancouver 4,Rogers Arena - Vancouver - BC,TVAS /  SCRIPPS /  SNP,2024-12-12,2024-12-13,10:00 PM,1:00 AM,false,true,2024-12-12,6:00 PM,9:00 PM,FREE,BUSY
2024-12-14,7:00 PM,10:00 PM,Boston 5 - Vancouver 1,Rogers Arena - Vancouver - BC,CBC / SNE / SNO / SNP /  NESN,2024-12-14,2024-12-15,10:00 PM,1:00 AM,false,true,2024-12-14,6:00 PM,9:00 PM,FREE,BUSY
2024-12-16,7:30 PM,10:30 PM,Colorado 1 - Vancouver 3,Rogers Arena - Vancouver - BC,ALT /  SNP,2024-12-16,2024-12-17,10:30 PM,1:30 AM,false,true,2024-12-16,6:30 PM,9:30 PM,FREE,BUSY
2024-12-21,7:00 PM,10:00 PM,Ottawa 5 - Vancouver 4,Rogers Arena - Vancouver - BC,CBC / CITY / TVAS2 / SN,2024-12-21,2024-12-22,10:00 PM,1:00 AM,false,true,2024-12-21,6:00 PM,9:00 PM,FREE,BUSY
2024-12-23,6:00 PM,9:00 PM,San Jose 3 - Vancouver 4,Rogers Arena - Vancouver - BC,Prime /  NBCSCA,2024-12-23,2024-12-24,9:00 PM,12:00 AM,false,true,2024-12-23,5:00 PM,8:00 PM,FREE,BUSY
2024-12-28,1:00 PM,4:00 PM,Seattle 5 - Vancouver 4,Rogers Arena - Vancouver - BC,KONG / KING 5 / KHN /  SNP,2024-12-28,2024-12-28,4:00 PM,7:00 PM,false,true,2024-12-28,12:00 PM,3:00 PM,FREE,BUSY
2025-01-03,7:00 PM,10:00 PM,Nashville 3 - Vancouver 0,Rogers Arena - Vancouver - BC,SNE / SNO / SNP /  FDSNSO,2025-01-03,2025-01-04,10:00 PM,1:00 AM,false,true,2025-01-03,6:00 PM,9:00 PM,FREE,BUSY
2025-01-16,7:00 PM,10:00 PM,Los Angeles at Vancouver,Rogers Arena - Vancouver - BC,FDSNW /  SNP,2025-01-16,2025-01-17,10:00 PM,1:00 AM,false,true,2025-01-16,6:00 PM,9:00 PM,FREE,BUSY
2025-01-18,7:00 PM,10:00 PM,Edmonton at Vancouver,Rogers Arena - Vancouver - BC,CBC / CITY / TVAS2 / SN,2025-01-18,2025-01-19,10:00 PM,1:00 AM,false,true,2025-01-18,6:00 PM,9:00 PM,FREE,BUSY
2025-01-21,7:00 PM,10:00 PM,Buffalo at Vancouver,Rogers Arena - Vancouver - BC,MSG-B /  SNP,2025-01-21,2025-01-22,10:00 PM,1:00 AM,false,true,2025-01-21,6:00 PM,9:00 PM,FREE,BUSY
2025-01-25,7:00 PM,10:00 PM,Washington at Vancouver,Rogers Arena - Vancouver - BC,CBC / CITY / SN /  MNMT2,2025-01-25,2025-01-26,10:00 PM,1:00 AM,false,true,2025-01-25,6:00 PM,9:00 PM,FREE,BUSY
2025-02-02,5:00 PM,8:00 PM,Detroit at Vancouver,Rogers Arena - Vancouver - BC,FDSNDET /  SNP,2025-02-02,2025-02-02,8:00 PM,11:00 PM,false,true,2025-02-02,4:00 PM,7:00 PM,FREE,BUSY
2025-02-04,7:00 PM,10:00 PM,Colorado at Vancouver,Rogers Arena - Vancouver - BC,ALT /  SNP,2025-02-04,2025-02-05,10:00 PM,1:00 AM,false,true,2025-02-04,6:00 PM,9:00 PM,FREE,BUSY
2025-02-08,4:00 PM,7:00 PM,Toronto at Vancouver,Rogers Arena - Vancouver - BC,CBC / SN,2025-02-08,2025-02-08,7:00 PM,10:00 PM,false,true,2025-02-08,3:00 PM,6:00 PM,FREE,BUSY
2025-03-05,7:30 PM,10:30 PM,Anaheim at Vancouver,Rogers Arena - Vancouver - BC,KCOP-13 / Victory+ /  SNP,2025-03-05,2025-03-06,10:30 PM,1:30 AM,false,true,2025-03-05,6:30 PM,9:30 PM,FREE,BUSY
2025-03-07,7:00 PM,10:00 PM,Minnesota at Vancouver,Rogers Arena - Vancouver - BC,FDSNNOX / FDSNWI /  SNP,2025-03-07,2025-03-08,10:00 PM,1:00 AM,false,true,2025-03-07,6:00 PM,9:00 PM,FREE,BUSY
2025-03-09,6:00 PM,9:00 PM,Dallas at Vancouver,Rogers Arena - Vancouver - BC,SN /  Victory+,2025-03-09,2025-03-10,9:00 PM,12:00 AM,false,true,2025-03-09,5:00 PM,8:00 PM,FREE,BUSY
2025-03-11,7:00 PM,10:00 PM,Montréal at Vancouver,Rogers Arena - Vancouver - BC,RDS / TSN2 /  SNP,2025-03-11,2025-03-12,10:00 PM,1:00 AM,false,true,2025-03-11,6:00 PM,9:00 PM,FREE,BUSY
2025-03-15,7:00 PM,10:00 PM,Chicago at Vancouver,Rogers Arena - Vancouver - BC,CBC / CITY / SN /  CHSN+,2025-03-15,2025-03-16,10:00 PM,1:00 AM,false,true,2025-03-15,6:00 PM,9:00 PM,FREE,BUSY
2025-03-16,5:00 PM,8:00 PM,Utah at Vancouver,Rogers Arena - Vancouver - BC,Utah16 /  SNP,2025-03-16,2025-03-16,8:00 PM,11:00 PM,false,true,2025-03-16,4:00 PM,7:00 PM,FREE,BUSY
2025-03-18,7:00 PM,10:00 PM,Winnipeg at Vancouver,Rogers Arena - Vancouver - BC,TSN3 /  SNP,2025-03-18,2025-03-19,10:00 PM,1:00 AM,false,true,2025-03-18,6:00 PM,9:00 PM,FREE,BUSY
2025-04-02,7:30 PM,10:30 PM,Seattle at Vancouver,Rogers Arena - Vancouver - BC,TVAS2 /  KONG / KING 5 / KHN /  SNP,2025-04-02,2025-04-03,10:30 PM,1:30 AM,false,true,2025-04-02,6:30 PM,9:30 PM,FREE,BUSY
2025-04-05,1:00 PM,4:00 PM,Anaheim at Vancouver,Rogers Arena - Vancouver - BC,KCOP-13 / Victory+ /  SNP,2025-04-05,2025-04-05,4:00 PM,7:00 PM,false,true,2025-04-05,12:00 PM,3:00 PM,FREE,BUSY
2025-04-06,7:00 PM,10:00 PM,Vegas at Vancouver,Rogers Arena - Vancouver - BC,ESPN /  SNP,2025-04-06,2025-04-07,10:00 PM,1:00 AM,false,true,2025-04-06,6:00 PM,9:00 PM,FREE,BUSY
2025-04-12,7:00 PM,10:00 PM,Minnesota at Vancouver,Rogers Arena - Vancouver - BC,CBC / CITY / SN /  FDSNNO / FDSNWI,2025-04-12,2025-04-13,10:00 PM,1:00 AM,false,true,2025-04-12,6:00 PM,9:00 PM,FREE,BUSY
2025-04-14,7:00 PM,10:00 PM,San Jose at Vancouver,Rogers Arena - Vancouver - BC,NBCSCA /  SNP,2025-04-14,2025-04-15,10:00 PM,1:00 AM,false,true,2025-04-14,6:00 PM,9:00 PM,FREE,BUSY
2025-04-16,7:00 PM,10:00 PM,Vegas at Vancouver,Rogers Arena - Vancouver - BC,SNP / TNT / truTV / MAX,2025-04-16,2025-04-17,10:00 PM,1:00 AM,false,true,2025-04-16,6:00 PM,9:00 PM,FREE,BUSY
2024-09-22,6:00 PM,7:00 PM,St. Louis 3 - Utah 5,Wells Fargo Arena - null, ,2024-09-22,2024-09-22,9:00 PM,10:00 PM,false,true,2024-09-22,5:00 PM,6:00 PM,FREE,BUSY
2024-09-23,7:00 PM,9:00 PM,Los Angeles 2 - Utah 3,Delta Center - null,NHLN /  SCRIPPS,2024-09-23,2024-09-24,10:00 PM,12:00 AM,false,true,2024-09-23,6:00 PM,8:00 PM,FREE,BUSY
2024-10-05,5:00 PM,7:00 PM,Colorado 1 - Utah 2,Maverik Center - null, ,2024-10-05,2024-10-05,8:00 PM,10:00 PM,false,true,2024-10-05,4:00 PM,6:00 PM,FREE,BUSY
2024-10-08,8:00 PM,10:00 PM,Chicago 2 - Utah 5,Delta Center - Salt Lake City - UT,TVAS / SN / ESPN / ESPN+,2024-10-08,2024-10-09,11:00 PM,1:00 AM,false,true,2024-10-08,7:00 PM,9:00 PM,FREE,BUSY
2024-10-19,7:00 PM,9:00 PM,Boston 1 - Utah 2,Delta Center - Salt Lake City - UT,NESN /  Utah16,2024-10-19,2024-10-20,10:00 PM,12:00 AM,false,true,2024-10-19,6:00 PM,8:00 PM,FREE,BUSY
